order_id,timestamp,month,hour,product_name,category,unit_price,unit_cost,quantity,revenue,gross_profit,delivery_mins,refunded,rating
BLK100034,2024-07-24 21:10:00,Jul,21,Colgate Toothpaste,Personal Care,74,46,1,74,28,11.1,False,5
BLK100035,2024-08-20 11:44:00,Aug,11,Kurkure Masala Munch,Snacks,20,11,2,40,18,6.8,False,4
BLK100036,2024-04-21 22:37:00,Apr,22,Kurkure Masala Munch,Snacks,20,11,1,20,9,9.8,False,3
BLK100037,2024-09-01 14:54:00,Sep,14,Onions 1kg,Fruits & Veggies,34,22,1,34,12,5.3,False,3
BLK100038,2024-04-05 07:04:00,Apr,7,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,6.6,False,5
BLK100039,2024-10-23 16:39:00,Oct,16,Britannia Bread,Grocery,42,28,1,42,14,9.8,False,5
BLK100040,2024-05-13 09:45:00,May,9,Sprite 750ml,Beverages,42,26,1,42,16,11.0,False,5
BLK100041,2024-06-02 13:59:00,Jun,13,Britannia Bread,Grocery,42,28,1,42,14,9.8,False,5
BLK100042,2024-02-21 07:13:00,Feb,7,Onions 1kg,Fruits & Veggies,34,22,1,34,12,9.2,False,5
BLK100043,2024-05-05 12:10:00,May,12,Tomatoes 500g,Fruits & Veggies,25,16,3,75,27,8.8,False,5
BLK100044,2024-11-30 15:42:00,Nov,15,Kurkure Masala Munch,Snacks,20,11,1,20,9,6.3,False,5
BLK100045,2024-03-09 10:56:00,Mar,10,Maggi 2-Min Noodles,Snacks,14,8,2,28,12,7.9,False,4
BLK100046,2024-04-17 18:13:00,Apr,18,Fortune Sunflower Oil,Grocery,165,120,2,330,90,8.4,False,5
BLK100047,2024-01-27 07:27:00,Jan,7,Fortune Sunflower Oil,Grocery,165,120,1,165,45,11.6,False,4
BLK100048,2024-05-14 08:28:00,May,8,Kurkure Masala Munch,Snacks,20,11,2,40,18,10.1,False,3
BLK100049,2024-12-19 21:34:00,Dec,21,Amul Milk 1L,Dairy & Eggs,54,38,3,162,48,5.7,False,4
BLK100050,2024-03-06 05:23:00,Mar,5,Amul Milk 1L,Dairy & Eggs,54,38,4,216,64,10.1,False,4
BLK100051,2024-02-22 12:35:00,Feb,12,Pampers Diapers S,Baby & Kids,699,510,5,3495,945,8.6,False,5
BLK100052,2024-05-01 20:51:00,May,20,Coca-Cola 750ml,Beverages,45,28,4,180,68,8.0,False,5
BLK100053,2024-06-19 19:26:00,Jun,19,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,10.7,False,3
BLK100054,2024-01-20 20:14:00,Jan,20,Tata Salt 1kg,Grocery,22,14,3,66,24,11.6,False,4
BLK100055,2024-04-26 09:42:00,Apr,9,Tata Salt 1kg,Grocery,22,14,1,22,8,11.4,False,3
BLK100056,2024-05-22 12:32:00,May,12,Colgate Toothpaste,Personal Care,74,46,2,148,56,7.6,False,4
BLK100057,2024-01-15 08:16:00,Jan,8,Coca-Cola 750ml,Beverages,45,28,2,90,34,8.8,False,2
BLK100058,2024-11-01 13:46:00,Nov,13,Sprite 750ml,Beverages,42,26,1,42,16,10.1,False,3
BLK100059,2024-10-22 09:02:00,Oct,9,Pampers Diapers S,Baby & Kids,699,510,1,699,189,11.4,False,5
BLK100060,2024-12-09 09:27:00,Dec,9,Britannia Bread,Grocery,42,28,4,168,56,8.4,False,5
BLK100061,2024-12-05 20:46:00,Dec,20,Lay's Classic Salted,Snacks,20,11,2,40,18,9.0,False,4
BLK100062,2024-12-22 11:08:00,Dec,11,Tata Salt 1kg,Grocery,22,14,1,22,8,7.1,False,5
BLK100063,2024-03-30 16:19:00,Mar,16,Colgate Toothpaste,Personal Care,74,46,2,148,56,6.9,True,4
BLK100064,2024-08-08 19:38:00,Aug,19,Sprite 750ml,Beverages,42,26,1,42,16,11.1,False,4
BLK100065,2024-08-30 19:50:00,Aug,19,Coca-Cola 750ml,Beverages,45,28,2,90,34,12.2,False,5
BLK100066,2024-11-13 12:52:00,Nov,12,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,9.2,False,4
BLK100067,2024-01-13 06:30:00,Jan,6,Amul Butter 500g,Dairy & Eggs,262,190,3,786,216,11.5,False,4
BLK100068,2024-11-18 16:45:00,Nov,16,Colgate Toothpaste,Personal Care,74,46,1,74,28,10.2,False,5
BLK100069,2024-01-03 20:55:00,Jan,20,Maggi 2-Min Noodles,Snacks,14,8,3,42,18,8.0,False,5
BLK100070,2024-12-22 14:03:00,Dec,14,Kurkure Masala Munch,Snacks,20,11,1,20,9,10.2,False,5
BLK100071,2024-08-25 17:35:00,Aug,17,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,12.6,False,4
BLK100072,2024-09-15 13:58:00,Sep,13,Kurkure Masala Munch,Snacks,20,11,1,20,9,9.3,False,5
BLK100073,2024-08-18 10:15:00,Aug,10,Fortune Sunflower Oil,Grocery,165,120,3,495,135,12.7,False,5
BLK100074,2024-05-20 13:45:00,May,13,Lay's Classic Salted,Snacks,20,11,1,20,9,4.0,False,5
BLK100075,2024-02-11 08:14:00,Feb,8,Colgate Toothpaste,Personal Care,74,46,2,148,56,11.1,False,3
BLK100076,2024-07-27 12:29:00,Jul,12,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.6,False,4
BLK100077,2024-10-26 22:01:00,Oct,22,Red Bull 250ml,Beverages,125,82,1,125,43,8.8,True,4
BLK100078,2024-07-18 20:53:00,Jul,20,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,9.6,False,5
BLK100079,2024-04-22 14:17:00,Apr,14,Pampers Diapers S,Baby & Kids,699,510,1,699,189,5.2,False,5
BLK100080,2024-07-26 18:53:00,Jul,18,Tomatoes 500g,Fruits & Veggies,25,16,4,100,36,8.9,False,5
BLK100081,2024-07-20 16:42:00,Jul,16,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,10.1,False,5
BLK100082,2024-04-03 06:24:00,Apr,6,Sprite 750ml,Beverages,42,26,1,42,16,12.5,False,5
BLK100083,2024-07-13 11:53:00,Jul,11,Pampers Diapers S,Baby & Kids,699,510,1,699,189,8.3,False,1
BLK100084,2024-10-03 06:22:00,Oct,6,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,7.7,False,5
BLK100085,2024-01-16 22:12:00,Jan,22,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,8.3,False,5
BLK100086,2024-02-28 15:13:00,Feb,15,Tomatoes 500g,Fruits & Veggies,25,16,2,50,18,11.3,False,4
BLK100087,2024-11-06 22:45:00,Nov,22,Maggi 2-Min Noodles,Snacks,14,8,3,42,18,10.1,False,4
BLK100088,2024-10-23 04:19:00,Oct,4,Red Bull 250ml,Beverages,125,82,2,250,86,8.3,False,4
BLK100089,2024-04-11 07:44:00,Apr,7,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,10.5,False,5
BLK100090,2024-11-03 19:50:00,Nov,19,Red Bull 250ml,Beverages,125,82,3,375,129,9.6,False,4
BLK100091,2024-07-08 07:41:00,Jul,7,Sprite 750ml,Beverages,42,26,1,42,16,11.4,False,5
BLK100092,2024-08-09 22:40:00,Aug,22,Tomatoes 500g,Fruits & Veggies,25,16,2,50,18,7.9,False,5
BLK100093,2024-11-29 11:51:00,Nov,11,Kurkure Masala Munch,Snacks,20,11,3,60,27,8.7,False,5
BLK100094,2024-10-30 11:54:00,Oct,11,Aashirvaad Atta 5kg,Grocery,248,185,3,744,189,8.6,False,5
BLK100095,2024-05-04 19:36:00,May,19,Amul Butter 500g,Dairy & Eggs,262,190,2,524,144,6.3,False,5
BLK100096,2024-06-15 09:13:00,Jun,9,Dove Soap 100g,Personal Care,55,34,3,165,63,10.0,False,5
BLK100097,2024-12-25 20:35:00,Dec,20,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,9.9,False,4
BLK100098,2024-07-27 14:48:00,Jul,14,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,9.4,False,5
BLK100099,2024-01-09 07:14:00,Jan,7,Colgate Toothpaste,Personal Care,74,46,2,148,56,8.9,False,5
BLK100100,2024-08-30 15:22:00,Aug,15,Pampers Diapers S,Baby & Kids,699,510,5,3495,945,6.4,False,4
BLK100101,2024-08-20 11:16:00,Aug,11,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,8.5,False,3
BLK100102,2024-10-01 22:44:00,Oct,22,Coca-Cola 750ml,Beverages,45,28,1,45,17,8.7,False,4
BLK100103,2024-10-28 22:33:00,Oct,22,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,7.7,False,4
BLK100104,2024-04-26 12:19:00,Apr,12,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,9.1,False,2
BLK100105,2024-01-28 15:44:00,Jan,15,Parle-G Biscuits,Snacks,10,6,2,20,8,10.2,False,3
BLK100106,2024-01-07 16:30:00,Jan,16,Banana Dozen,Fruits & Veggies,48,30,1,48,18,13.4,False,3
BLK100107,2024-09-01 08:04:00,Sep,8,Colgate Toothpaste,Personal Care,74,46,1,74,28,9.8,False,5
BLK100108,2024-03-18 08:36:00,Mar,8,Lay's Classic Salted,Snacks,20,11,1,20,9,9.9,False,5
BLK100109,2024-08-01 16:50:00,Aug,16,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,9.2,False,5
BLK100110,2024-08-14 11:37:00,Aug,11,Pampers Diapers S,Baby & Kids,699,510,1,699,189,5.4,False,5
BLK100111,2024-02-20 22:13:00,Feb,22,Tata Salt 1kg,Grocery,22,14,1,22,8,9.3,False,4
BLK100112,2024-10-09 07:00:00,Oct,7,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.5,False,4
BLK100113,2024-04-28 11:18:00,Apr,11,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,14.6,False,4
BLK100114,2024-11-16 16:51:00,Nov,16,Tata Salt 1kg,Grocery,22,14,1,22,8,9.0,False,5
BLK100115,2024-05-16 19:04:00,May,19,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,10.0,False,5
BLK100116,2024-10-18 21:28:00,Oct,21,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,9.3,False,4
BLK100117,2024-05-19 14:31:00,May,14,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,6.9,False,4
BLK100118,2024-06-14 16:01:00,Jun,16,Britannia Bread,Grocery,42,28,1,42,14,11.8,False,5
BLK100119,2024-10-27 22:48:00,Oct,22,Fortune Sunflower Oil,Grocery,165,120,2,330,90,11.0,False,4
BLK100120,2024-09-22 17:58:00,Sep,17,Fortune Sunflower Oil,Grocery,165,120,1,165,45,11.1,False,5
BLK100121,2024-09-08 22:30:00,Sep,22,Dove Soap 100g,Personal Care,55,34,1,55,21,7.5,False,3
BLK100122,2024-03-23 12:44:00,Mar,12,Banana Dozen,Fruits & Veggies,48,30,1,48,18,12.3,False,5
BLK100123,2024-10-08 05:05:00,Oct,5,Sprite 750ml,Beverages,42,26,1,42,16,6.5,False,5
BLK100124,2024-09-20 19:00:00,Sep,19,Kurkure Masala Munch,Snacks,20,11,1,20,9,10.6,False,5
BLK100125,2024-11-14 19:40:00,Nov,19,Tomatoes 500g,Fruits & Veggies,25,16,3,75,27,14.0,False,5
BLK100126,2024-05-27 13:44:00,May,13,Banana Dozen,Fruits & Veggies,48,30,1,48,18,7.3,False,5
BLK100127,2024-05-02 18:19:00,May,18,Kurkure Masala Munch,Snacks,20,11,1,20,9,8.2,False,4
BLK100128,2024-02-28 13:07:00,Feb,13,Parle-G Biscuits,Snacks,10,6,1,10,4,9.6,False,5
BLK100129,2024-05-19 13:30:00,May,13,Banana Dozen,Fruits & Veggies,48,30,1,48,18,8.3,False,4
BLK100130,2024-11-02 14:56:00,Nov,14,Parle-G Biscuits,Snacks,10,6,3,30,12,6.1,False,5
BLK100131,2024-07-31 12:50:00,Jul,12,Onions 1kg,Fruits & Veggies,34,22,1,34,12,9.5,True,5
BLK100132,2024-10-27 16:42:00,Oct,16,Banana Dozen,Fruits & Veggies,48,30,3,144,54,7.2,False,5
BLK100133,2024-06-19 15:34:00,Jun,15,Colgate Toothpaste,Personal Care,74,46,1,74,28,10.4,False,4
BLK100134,2024-12-23 10:24:00,Dec,10,Aashirvaad Atta 5kg,Grocery,248,185,3,744,189,7.5,False,4
BLK100135,2024-08-30 18:51:00,Aug,18,Colgate Toothpaste,Personal Care,74,46,1,74,28,12.7,False,5
BLK100136,2024-03-18 14:02:00,Mar,14,Parle-G Biscuits,Snacks,10,6,2,20,8,7.8,False,5
BLK100137,2024-08-13 07:58:00,Aug,7,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,8.7,False,5
BLK100138,2024-03-20 07:50:00,Mar,7,Fortune Sunflower Oil,Grocery,165,120,1,165,45,11.1,False,5
BLK100139,2024-06-17 20:54:00,Jun,20,Kurkure Masala Munch,Snacks,20,11,1,20,9,6.8,False,5
BLK100140,2024-09-06 20:02:00,Sep,20,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,9.9,False,5
BLK100141,2024-04-26 19:27:00,Apr,19,Maggi 2-Min Noodles,Snacks,14,8,3,42,18,12.1,False,3
BLK100142,2024-03-26 18:57:00,Mar,18,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,6.0,False,4
BLK100143,2024-07-10 13:15:00,Jul,13,Onions 1kg,Fruits & Veggies,34,22,1,34,12,9.8,False,4
BLK100144,2024-03-30 07:55:00,Mar,7,Colgate Toothpaste,Personal Care,74,46,2,148,56,9.9,False,5
BLK100145,2024-03-14 10:40:00,Mar,10,Fortune Sunflower Oil,Grocery,165,120,1,165,45,11.0,False,5
BLK100146,2024-08-26 21:43:00,Aug,21,Kurkure Masala Munch,Snacks,20,11,1,20,9,6.8,False,4
BLK100147,2024-10-27 11:27:00,Oct,11,Fortune Sunflower Oil,Grocery,165,120,1,165,45,6.6,False,5
BLK100148,2024-09-04 08:24:00,Sep,8,Red Bull 250ml,Beverages,125,82,1,125,43,10.5,False,5
BLK100149,2024-01-12 22:42:00,Jan,22,Colgate Toothpaste,Personal Care,74,46,1,74,28,10.0,False,5
BLK100150,2024-01-26 21:47:00,Jan,21,Banana Dozen,Fruits & Veggies,48,30,3,144,54,9.9,False,5
BLK100151,2024-04-27 16:22:00,Apr,16,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,10.1,False,5
BLK100152,2024-12-03 18:08:00,Dec,18,Maggi 2-Min Noodles,Snacks,14,8,4,56,24,8.0,False,4
BLK100153,2024-08-13 05:23:00,Aug,5,Parle-G Biscuits,Snacks,10,6,1,10,4,9.9,False,5
BLK100154,2024-03-30 09:50:00,Mar,9,Kurkure Masala Munch,Snacks,20,11,4,80,36,10.0,False,5
BLK100155,2024-05-19 19:16:00,May,19,Banana Dozen,Fruits & Veggies,48,30,5,240,90,7.9,False,5
BLK100156,2024-02-28 13:04:00,Feb,13,Parle-G Biscuits,Snacks,10,6,3,30,12,13.3,False,5
BLK100157,2024-12-11 22:54:00,Dec,22,Kurkure Masala Munch,Snacks,20,11,1,20,9,10.4,False,1
BLK100158,2024-10-01 08:23:00,Oct,8,Fortune Sunflower Oil,Grocery,165,120,2,330,90,6.9,False,5
BLK100159,2024-02-25 17:30:00,Feb,17,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,10.8,False,4
BLK100160,2024-11-08 09:04:00,Nov,9,Tomatoes 500g,Fruits & Veggies,25,16,4,100,36,7.4,False,4
BLK100161,2024-03-12 06:02:00,Mar,6,Lay's Classic Salted,Snacks,20,11,5,100,45,11.1,False,4
BLK100162,2024-10-02 08:29:00,Oct,8,Dove Soap 100g,Personal Care,55,34,2,110,42,11.8,False,5
BLK100163,2024-08-02 16:46:00,Aug,16,Parle-G Biscuits,Snacks,10,6,4,40,16,7.7,False,5
BLK100164,2024-11-11 13:17:00,Nov,13,Amul Milk 1L,Dairy & Eggs,54,38,2,108,32,11.4,False,4
BLK100165,2024-04-30 20:06:00,Apr,20,Dove Soap 100g,Personal Care,55,34,2,110,42,10.3,False,4
BLK100166,2024-07-22 11:07:00,Jul,11,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,11.1,False,5
BLK100167,2024-01-11 06:21:00,Jan,6,Aashirvaad Atta 5kg,Grocery,248,185,5,1240,315,13.4,False,4
BLK100168,2024-10-10 09:13:00,Oct,9,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,8.9,False,5
BLK100169,2024-01-02 11:09:00,Jan,11,Parle-G Biscuits,Snacks,10,6,2,20,8,7.8,False,3
BLK100170,2024-01-14 08:22:00,Jan,8,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,7.5,True,4
BLK100171,2024-03-05 18:33:00,Mar,18,Maggi 2-Min Noodles,Snacks,14,8,2,28,12,7.7,False,5
BLK100172,2024-09-19 16:28:00,Sep,16,Onions 1kg,Fruits & Veggies,34,22,1,34,12,9.2,False,5
BLK100173,2024-12-03 14:29:00,Dec,14,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,10.1,False,4
BLK100174,2024-12-17 08:45:00,Dec,8,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,10.0,False,5
BLK100175,2024-02-03 08:39:00,Feb,8,Red Bull 250ml,Beverages,125,82,2,250,86,11.1,False,5
BLK100176,2024-09-28 11:32:00,Sep,11,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,9.4,False,3
BLK100177,2024-12-01 17:49:00,Dec,17,Kurkure Masala Munch,Snacks,20,11,2,40,18,12.5,False,5
BLK100178,2024-04-26 13:52:00,Apr,13,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,8.8,False,4
BLK100179,2024-06-09 17:23:00,Jun,17,Parle-G Biscuits,Snacks,10,6,2,20,8,15.1,False,3
BLK100180,2024-02-13 07:06:00,Feb,7,Dove Soap 100g,Personal Care,55,34,3,165,63,10.7,False,5
BLK100181,2024-10-14 15:42:00,Oct,15,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,7.6,False,5
BLK100182,2024-08-04 20:46:00,Aug,20,Amul Milk 1L,Dairy & Eggs,54,38,5,270,80,7.2,False,4
BLK100183,2024-10-22 14:09:00,Oct,14,Banana Dozen,Fruits & Veggies,48,30,1,48,18,10.4,False,5
BLK100184,2024-07-07 08:17:00,Jul,8,Red Bull 250ml,Beverages,125,82,1,125,43,8.9,False,5
BLK100185,2024-11-14 16:41:00,Nov,16,Kurkure Masala Munch,Snacks,20,11,1,20,9,10.9,False,5
BLK100186,2024-05-16 05:17:00,May,5,Lay's Classic Salted,Snacks,20,11,4,80,36,10.4,False,4
BLK100187,2024-03-14 15:25:00,Mar,15,Britannia Bread,Grocery,42,28,1,42,14,9.2,False,2
BLK100188,2024-09-28 09:26:00,Sep,9,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,7.6,False,5
BLK100189,2024-10-17 16:56:00,Oct,16,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,6.2,False,2
BLK100190,2024-02-11 11:42:00,Feb,11,Pampers Diapers S,Baby & Kids,699,510,1,699,189,8.5,False,4
BLK100191,2024-09-19 08:27:00,Sep,8,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,11.2,False,5
BLK100192,2024-12-07 11:14:00,Dec,11,Colgate Toothpaste,Personal Care,74,46,5,370,140,9.8,False,4
BLK100193,2024-04-18 19:48:00,Apr,19,Fortune Sunflower Oil,Grocery,165,120,1,165,45,6.8,False,5
BLK100194,2024-08-08 08:24:00,Aug,8,Kurkure Masala Munch,Snacks,20,11,2,40,18,9.8,False,5
BLK100195,2024-06-30 07:55:00,Jun,7,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,10.2,False,3
BLK100196,2024-06-09 16:36:00,Jun,16,Colgate Toothpaste,Personal Care,74,46,2,148,56,7.5,False,3
BLK100197,2024-01-11 22:10:00,Jan,22,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,9.7,False,4
BLK100198,2024-08-11 20:15:00,Aug,20,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,9.5,False,4
BLK100199,2024-06-07 19:14:00,Jun,19,Sprite 750ml,Beverages,42,26,3,126,48,7.0,False,5
BLK100200,2024-09-28 14:57:00,Sep,14,Dove Soap 100g,Personal Care,55,34,1,55,21,10.2,False,5
BLK100201,2024-03-16 10:09:00,Mar,10,Fortune Sunflower Oil,Grocery,165,120,1,165,45,10.6,False,5
BLK100202,2024-12-01 07:49:00,Dec,7,Banana Dozen,Fruits & Veggies,48,30,1,48,18,11.7,False,5
BLK100203,2024-12-14 21:36:00,Dec,21,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,11.6,False,4
BLK100204,2024-08-13 07:28:00,Aug,7,Lay's Classic Salted,Snacks,20,11,3,60,27,6.5,False,4
BLK100205,2024-02-07 11:28:00,Feb,11,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,7.4,False,3
BLK100206,2024-02-16 16:32:00,Feb,16,Colgate Toothpaste,Personal Care,74,46,1,74,28,10.5,False,5
BLK100207,2024-01-22 13:51:00,Jan,13,Red Bull 250ml,Beverages,125,82,2,250,86,10.5,False,5
BLK100208,2024-03-18 22:28:00,Mar,22,Maggi 2-Min Noodles,Snacks,14,8,3,42,18,10.5,False,5
BLK100209,2024-02-13 14:11:00,Feb,14,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,17.5,False,4
BLK100210,2024-09-24 16:23:00,Sep,16,Dove Soap 100g,Personal Care,55,34,4,220,84,10.6,False,5
BLK100211,2024-12-13 16:50:00,Dec,16,Sprite 750ml,Beverages,42,26,1,42,16,11.8,False,5
BLK100212,2024-05-25 10:54:00,May,10,Amul Butter 500g,Dairy & Eggs,262,190,4,1048,288,11.4,False,5
BLK100213,2024-03-13 21:19:00,Mar,21,Colgate Toothpaste,Personal Care,74,46,1,74,28,10.8,False,3
BLK100214,2024-10-13 12:50:00,Oct,12,Sprite 750ml,Beverages,42,26,3,126,48,8.7,False,5
BLK100215,2024-12-16 21:05:00,Dec,21,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,11.0,True,4
BLK100216,2024-04-19 12:49:00,Apr,12,Banana Dozen,Fruits & Veggies,48,30,1,48,18,7.8,False,4
BLK100217,2024-05-31 20:06:00,May,20,Onions 1kg,Fruits & Veggies,34,22,3,102,36,8.9,False,5
BLK100218,2024-01-20 17:56:00,Jan,17,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,8.4,False,4
BLK100219,2024-12-20 19:51:00,Dec,19,Coca-Cola 750ml,Beverages,45,28,2,90,34,9.6,False,4
BLK100220,2024-05-01 22:39:00,May,22,Lay's Classic Salted,Snacks,20,11,3,60,27,14.3,False,4
BLK100221,2024-05-02 11:51:00,May,11,Banana Dozen,Fruits & Veggies,48,30,4,192,72,5.5,False,5
BLK100222,2024-10-19 23:29:00,Oct,23,Lay's Classic Salted,Snacks,20,11,3,60,27,10.8,False,4
BLK100223,2024-03-23 19:51:00,Mar,19,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,6.0,False,5
BLK100224,2024-07-09 15:06:00,Jul,15,Onions 1kg,Fruits & Veggies,34,22,3,102,36,8.4,False,5
BLK100225,2024-05-19 13:32:00,May,13,Parle-G Biscuits,Snacks,10,6,3,30,12,11.7,False,5
BLK100226,2024-08-18 20:59:00,Aug,20,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,9.5,False,4
BLK100227,2024-07-16 23:23:00,Jul,23,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,7.1,False,5
BLK100228,2024-11-28 12:09:00,Nov,12,Parle-G Biscuits,Snacks,10,6,1,10,4,7.9,False,5
